
model,MAE,RMSE
18-4-8-8-16_4-1-2-2-16_4-1-0.8,0.14546856,0.15227789
model,MAE,RMSE
18-4-8-8-16_4-1-2-2-16_4-1-0.8,0.0594759,0.07090412
model,MAE,RMSE
model,MAE,RMSE
