0.009861524,0.0,0.0,0.0
0.022481328,0.0,0.0,0.0
0.017350731,0.0,0.0,0.0
0.0087594595,0.0,0.0,0.0
0.01150702,0.0,0.0,0.0
0.00850454,0.0,0.0,0.0
0.008741999,0.0,0.0,0.0
0.013251688,0.0,0.0,0.0
0.009314789,0.0,0.0,0.0
0.015724372,0.0,0.0,0.0
0.019837778,0.0,0.0,0.0
0.0056563998,0.0,0.0,0.0
0.018067643,0.0,0.0,0.0
0.023217777,0.0,0.0,0.0
0.016781244,0.0,0.0,0.0
0.009378552,0.0,0.0,0.0
0.009687163,0.0,0.0,0.0
0.008075483,0.0,0.0,0.0
0.009054992,0.0,0.0,0.0
0.009348117,0.0,0.0,0.0
0.010154267,0.0,0.0,0.0
0.021184478,0.0,0.0,0.0
0.011844478,0.0,0.0,0.0
0.011467982,0.0,0.0,0.0
0.008675157,0.0,0.0,0.0
0.0067843646,0.0,0.0,0.0
0.00946553,0.0,0.0,0.0
0.018589463,0.0,0.0,0.0
0.015022041,0.0,0.0,0.0
0.010759853,0.0,0.0,0.0
0.008990389,0.0,0.0,0.0
0.013135973,0.0,0.0,0.0
0.008792754,0.0,0.0,0.0
0.010820694,0.0,0.0,0.0
0.014183169,0.0,0.0,0.0
0.011737099,0.0,0.0,0.0
0.01769312,0.0,0.0,0.0
0.03760058,0.0,0.0,0.0
0.009973298,0.0,0.0,0.0
0.009850062,0.0,0.0,0.0
0.0106049655,0.0,0.0,0.0
0.008438308,0.0,0.0,0.0
0.009898694,0.0,0.0,0.0
0.008508672,0.0,0.0,0.0
0.011824372,0.0,0.0,0.0
0.005997732,0.0,0.0,0.0
0.0057941754,0.0,0.0,0.0
0.01115831,0.0,0.0,0.0
0.006391925,0.0,0.0,0.0
0.008808083,0.0,0.0,0.0
0.009484532,0.0,0.0,0.0
0.011344123,0.0,0.0,0.0
0.009476267,0.0,0.0,0.0
0.010770574,0.0,0.0,0.0
0.01143565,0.0,0.0,0.0
0.017237823,0.0,0.0,0.0
0.018453194,0.0,0.0,0.0
0.0063675595,0.0,0.0,0.0
0.018084394,0.0,0.0,0.0
0.01560146,0.0,0.0,0.0
0.009477917,0.0,0.0,0.0
0.0055564595,0.0,0.0,0.0
0.014597758,0.0,0.0,0.0
0.017129345,0.0,0.0,0.0
0.0075277,0.0,0.0,0.0
0.018321333,0.0,0.0,0.0
0.022600299,0.0,0.0,0.0
0.014873769,0.0,0.0,0.0
0.0119288275,0.0,0.0,0.0
0.009792825,0.0,0.0,0.0
0.0035786994,0.0,0.0,0.0
0.0057342676,0.0,0.0,0.0
0.012810135,0.0,0.0,0.0
0.01089706,0.0,0.0,0.0
0.004380538,0.0,0.0,0.0
0.005932941,0.0,0.0,0.0
0.015465307,0.0,0.0,0.0
0.010010603,0.0,0.0,0.0
0.009875098,0.0,0.0,0.0
0.008462459,0.0,0.0,0.0
0.009375295,0.0,0.0,0.0
0.0134076355,0.0,0.0,0.0
0.008468211,0.0,0.0,0.0
0.0117810415,0.0,0.0,0.0
0.011820567,0.0,0.0,0.0
0.014322415,0.0,0.0,0.0
