600,3089,3089,0.6683809757,0.1587457955,0.3517807126,0.0188159794,0.0306551997,0.1892305017,0.006223632,0.0041908948,5.3393301964,0.7619537711,182.527999878,0.3881100118,0,3089,0
900,3089,3089,0.739128828,0.1643366516,0.3609297872,0.0190654974,0.032660339,0.1965374947,0.0020724768,0.0041889874,5.1726398468,0.3360536397,187.960998535,0.3966343105,0,3089,0
1200,3089,3089,0.5583180189,0.1649203002,0.3629849851,0.0191322174,0.0333516002,0.1899719983,0.000704743,0.0041880328,4.6926598549,0.0939048231,194.289001465,0.4247089922,0,3089,0
1500,3090,3090,0.5391010046,0.1565632075,0.3385438919,0.0178556088,0.0312834308,0.1896502078,0.0013628388,0.0041880328,4.0812902451,0.2430715263,216.098999023,0.5335220099,0,3090,0
1800,3089,3089,0.9591873884,0.1873706132,0.4157519937,0.0209733192,0.0372444689,0.2232196629,0.0075681172,0.0041899411,6.1095600128,0.9855571389,198.815002441,0.4053359926,0,3089,0
2100,3090,3090,1.2106670141,0.206956774,0.467050612,0.0230057295,0.0412498005,0.2346920967,0.0044965488,0.0041899411,6.9386401177,0.5573498607,225.716003418,0.469581008,0,3090,0
2400,3089,3089,0.4182710052,0.1702895612,0.3759847879,0.0213878863,0.0385572799,0.2177297026,0.001596364,0.0041870791,4.9058561325,0.1803030819,325.053009033,0.8794100285,0,3089,0
2700,3089,3089,0.6367480159,0.1731511056,0.3822675943,0.0198249202,0.0348422006,0.2136600018,0.0016097112,0.0041823103,5.8439679146,0.2402292639,224.746994019,0.5144770145,0,3089,0
3000,3089,3089,0.6031219959,0.1616684943,0.3603506088,0.0186040811,0.0318026394,0.1922290027,0.0006170105,0.0041851723,5.0982499123,0.0901249796,195.169006348,0.4252049923,0,3089,0
3300,3089,3089,0.8069790006,0.168495506,0.3778110147,0.01872053,0.0314058699,0.1867139935,0.0009289518,0.0041842186,5.3326401711,0.1388333589,184.440002441,0.3937459886,0,3089,0
3600,3090,3090,0.6174870133,0.1559335291,0.3458558023,0.0182281416,0.0301411003,0.1820269972,0.002476678,0.0041889893,4.4456839562,0.4050339162,207.026000977,0.4978840053,0,3090,0
3900,3089,3089,0.7534869909,0.1703342944,0.3756229877,0.0199488848,0.0340999998,0.2002830058,0.0035790447,0.0041908971,5.3230400085,0.4864498377,206.136001587,0.4559499919,0,3089,0
4200,3090,3090,0.515312016,0.160236001,0.3557364941,0.0187804606,0.0322034992,0.1899929941,0.0012149616,0.0041928054,4.6901698113,0.1828293651,215.988998413,0.5070040226,0,3090,0
4500,3090,3090,1.5407754183,0.2059518993,0.4513277113,0.0235073939,0.0406078994,0.3193309903,0.0255280845,0.004189942,10.7705802917,3.3217308521,256.136108398,0.4712589979,0,3090,0
4800,3090,3090,2.087282896,0.2727003992,0.6325854063,0.0338818096,0.0610429794,0.3195047081,0.0030765375,0.0041928017,10.7421598434,0.4584841728,269.45300293,0.5078499913,0,3090,0
5100,3090,3090,1.4824249744,0.254725188,0.5800706744,0.0264704097,0.050719019,0.3024530113,0.0044030799,0.0041975696,10.8023986816,0.6224803329,287.49899292,0.5933110118,0,3090,0
5400,3090,3090,1.4579199553,0.252056241,0.5859359503,0.0277369879,0.0504443794,0.2942273915,0.0026187999,0.0041985218,9.7881803513,0.3850938678,279.20199585,0.5535690188,0,3090,0
5700,3089,3089,0.8930280209,0.2148310244,0.4947760105,0.0249571633,0.0437076464,0.2590583861,0.0031090465,0.0041975668,6.476126194,0.5156984329,266.704986572,0.5658050179,0,3089,0
6000,3090,3090,1.3383046389,0.2003823221,0.4443178773,0.0225909967,0.0386619009,0.271607995,0.0137294671,0.0041966131,8.2841758728,1.7602032423,225.164505005,0.4532175958,0,3090,0
6300,3090,3090,1.2930920124,0.2336674482,0.5291655064,0.0281666704,0.0500031784,0.2812066078,0.0016783708,0.0042032897,8.4029693604,0.2274853736,248.296005249,0.4716010094,0,3090,0
6600,3089,3089,1.9423122406,0.2464715987,0.5487347245,0.0259736646,0.04678699,0.3154569864,0.0106870243,0.0042004273,11.1320199966,1.4532408714,253.894104004,0.4760406017,0,3089,0
6900,3089,3089,0.7603330016,0.228679195,0.5182694197,0.0310002603,0.0574729182,0.3254105151,0.0052755508,0.0042013796,8.8110580444,0.7589452267,314.093994141,0.6493390203,0,3089,0
7200,3089,3089,1.3475040197,0.2631121874,0.5942028761,0.028994238,0.0541410148,0.2972582877,0.0024299687,0.0042042406,9.1399497986,0.3459634483,315.561004639,0.6932920218,0,3089,0
7500,3089,3089,1.0072799921,0.2465426773,0.5687229037,0.0271102674,0.0490556508,0.2830326855,0.0026293022,0.0042070998,7.7252969742,0.3590706587,306.649993896,0.6814810038,0,3089,0
7800,3089,3089,1.3722162247,0.2209842503,0.4937982857,0.0247174706,0.0423200503,0.2673791051,0.0086784689,0.0042061456,8.1785993576,0.9334914088,253.826004028,0.5222060084,0,3089,0
8100,3090,3090,1.5144215822,0.2256233245,0.5079070926,0.0252093803,0.0444399603,0.2900026143,0.008479231,0.0042090076,9.2265024185,1.2115454674,236.667999268,0.4709930122,0,3090,0
8400,3089,3089,1.6517670155,0.2509171069,0.5755789876,0.0295650326,0.0520693809,0.2847650051,0.0010404431,0.004208053,8.928314209,0.1411368251,249.410995483,0.476139009,0,3089,0
8700,3090,3090,0.7930440307,0.224609524,0.5173553824,0.0261281803,0.0466361605,0.2574943006,0.0017061244,0.00421187,7.3088669777,0.2278615832,285.785003662,0.6510699987,0,3090,0
9000,3089,3089,0.9515990019,0.2161357999,0.4970799088,0.0251923501,0.0433925614,0.252741009,0.003257843,0.0042109163,6.7212400436,0.434140861,247.776000977,0.5125749707,0,3089,0
9300,3090,3090,0.4738239944,0.1495795995,0.3333716989,0.0176131688,0.0296475124,0.2058465928,0.0031920192,0.0042023342,4.7766628265,0.5058224797,270.031005859,0.6797029972,0,3090,0
9600,3090,3090,1.0143250227,0.1782219112,0.3980579078,0.0194935948,0.0334979817,0.216315493,0.00853235,0.0041985232,6.418774128,1.1124228239,193.044006348,0.3702050149,0,3090,0
9900,3088,3088,0.4752829969,0.1675610989,0.3689889014,0.0191538893,0.0348348096,0.201523006,0.0020571388,0.0041994778,4.9528079033,0.2734675407,228.496994019,0.5273969769,0,3088,0
