-0.030193118,-0.06058874,-0.003954037,0.03998516,-0.03842686,0.04842905,0.00039400236,-0.014522257,0.0059403633,0.1022659,-0.013453632,0.013169392,-0.08588388,-0.008444138,-0.020331057,0.02453799
-0.03125721,-0.061972946,-0.0045034843,0.034951992,-0.046785474,0.05098184,0.0012932328,-0.012735859,0.0059544705,0.109416366,-0.013083186,0.013189029,-0.100616224,-0.008730424,-0.019283947,0.025039233
-0.031913225,-0.0589525,-0.00777971,0.045399167,-0.043614034,0.050233103,0.00238812,-0.008622828,0.0056410907,0.10746804,-0.013235517,0.014234626,-0.093555324,-0.009743725,-0.016421594,0.02598775
-0.031485,-0.053648446,-0.0110419225,0.065278396,-0.028366547,0.046357658,0.0029136105,-0.0054439744,0.005372292,0.09623699,-0.013936653,0.015403282,-0.06473492,-0.010697144,-0.013819991,0.026687892
-0.031972185,-0.053662714,-0.011267087,0.06446084,-0.028971238,0.04608414,0.0031035268,-0.005116743,0.0057521346,0.095727555,-0.0146951955,0.015975595,-0.06564376,-0.010564197,-0.013726893,0.027717376
-0.031307064,-0.057125434,-0.0075516854,0.052843545,-0.03082449,0.046530295,0.0021291599,-0.009782426,0.006733636,0.09636918,-0.015270123,0.014896747,-0.07015457,-0.009333694,-0.016328955,0.027533546
-0.031016707,-0.056930106,-0.0073796026,0.053588476,-0.029542973,0.046013877,0.0018005549,-0.010344803,0.0065893773,0.09528069,-0.015231801,0.014904035,-0.06826175,-0.009207872,-0.016815357,0.027248602
-0.031301502,-0.059476808,-0.00623304,0.044171635,-0.03891997,0.048804063,0.0017642389,-0.011130304,0.006249392,0.10317063,-0.014113193,0.01406835,-0.085983455,-0.009030714,-0.017815595,0.026270056
-0.030733151,-0.059084274,-0.005780337,0.045543827,-0.03586019,0.047922555,0.0013981477,-0.011970629,0.0062710894,0.10061147,-0.014080234,0.013857891,-0.080225095,-0.009035704,-0.018102653,0.025828097
-0.031865936,-0.056973506,-0.00894134,0.05235957,-0.037645683,0.04829765,0.00248585,-0.0077260416,0.00570684,0.102324925,-0.013956522,0.01501871,-0.082476474,-0.009896352,-0.015818981,0.026750686
-0.03255225,-0.06025142,-0.007353378,0.04080638,-0.047234785,0.051253896,0.0027455124,-0.00866594,0.0061421795,0.11000903,-0.013696602,0.014285984,-0.10000042,-0.009490501,-0.016425196,0.02671686
-0.032043662,-0.056338187,-0.009273801,0.055039555,-0.03419153,0.047396347,0.0028850678,-0.0071720136,0.006355394,0.09924464,-0.014826686,0.015366376,-0.075007915,-0.009989036,-0.014840594,0.027665181
-0.03350845,-0.055552013,-0.01183508,0.05762241,-0.039827626,0.049068943,0.003997169,-0.0034906915,0.0058915094,0.10435493,-0.014549996,0.016124459,-0.0848471,-0.010532133,-0.013057335,0.028226066
-0.032859102,-0.05983016,-0.007583952,0.0430241,-0.04380921,0.050369415,0.0031753443,-0.008254236,0.0069192676,0.106913,-0.014795566,0.014703507,-0.09276808,-0.009425784,-0.01559729,0.027934475
-0.03429062,-0.057817448,-0.010496803,0.049697828,-0.044664495,0.05001387,0.0041505564,-0.0044767675,0.0068855537,0.10671807,-0.015543868,0.016294979,-0.09231523,-0.0099464515,-0.013550978,0.029516432
-0.0327774,-0.05640957,-0.010410761,0.055551574,-0.03645965,0.048635498,0.0038028916,-0.005327105,0.0064718565,0.10223519,-0.014852665,0.015433276,-0.07942796,-0.0102596525,-0.013426551,0.028169673
-0.033022474,-0.05496679,-0.011219867,0.05987717,-0.033782892,0.04720279,0.0037038012,-0.004523224,0.006487395,0.098724976,-0.015489985,0.016348159,-0.073300846,-0.010342603,-0.013227674,0.028959362
-0.031114649,-0.054211333,-0.009685378,0.063478604,-0.023196066,0.044683576,0.0026389682,-0.0075614494,0.0065555666,0.091118805,-0.015578382,0.0155465305,-0.056216724,-0.010034041,-0.014454689,0.028038597
-0.03183428,-0.056895837,-0.008340719,0.053300805,-0.033051703,0.046894748,0.0023536943,-0.008691089,0.006528783,0.097877584,-0.015281253,0.015375818,-0.07398317,-0.009421145,-0.016062528,0.027921202
-0.030799745,-0.06064268,-0.0043734564,0.041256573,-0.036599766,0.048363194,0.0012660348,-0.013538148,0.0068960693,0.101190925,-0.014602833,0.013459292,-0.08193024,-0.008403046,-0.018884355,0.026017731
-0.030835383,-0.057104494,-0.0073389504,0.052356463,-0.031803038,0.04656638,0.0016287464,-0.010406764,0.006095152,0.09724591,-0.014454142,0.014647442,-0.072523944,-0.009377714,-0.017154345,0.02643633
-0.031339392,-0.0583453,-0.007525136,0.0477846,-0.03903916,0.049005937,0.0020365934,-0.0095159,0.0056621768,0.10395774,-0.013473271,0.014188469,-0.08620156,-0.009592239,-0.016909515,0.02594955
-0.03171291,-0.059591144,-0.0065573966,0.043226786,-0.0415814,0.04942644,0.002046679,-0.010269482,0.006247621,0.10494627,-0.013995592,0.01422079,-0.08971042,-0.009262269,-0.017301477,0.026426062
-0.032235704,-0.056547377,-0.009568975,0.054098565,-0.03688589,0.048143633,0.002935146,-0.006755274,0.006004888,0.1016728,-0.014395898,0.015339833,-0.08036781,-0.010044154,-0.014930301,0.027383523
