-0.0037413642,-0.060024846
-0.003109741,-0.057943
-0.00256795,-0.06009744
-0.0025188418,-0.066087686
-0.0029352847,-0.062079053
-0.0029349749,-0.066508815
-0.0033028363,-0.06489759
-0.0032695492,-0.0589754
-0.0028708845,-0.0659117
-0.0030730003,-0.058191035
-0.002503593,-0.057400215
-0.0022560782,-0.06712367
-0.0026999176,-0.05412705
-0.0020079701,-0.06300248
-0.0022334678,-0.05688967
-0.0019640424,-0.063885115
-0.0023784454,-0.062123336
-0.0026463165,-0.07016826
-0.0033233047,-0.059413686
-0.002925949,-0.065428026
-0.0031869663,-0.06405203
-0.0031056423,-0.058202043
-0.0026249553,-0.062354386
-0.0026594715,-0.06118834
-0.002728475,-0.06899139
-0.0034473212,-0.06755185
-0.0037547774,-0.06640674
-0.0036155346,-0.055317953
-0.0026247713,-0.05826918
-0.0022371693,-0.05759433
-0.0021358582,-0.06927879
-0.0028716263,-0.05717902
-0.0024683361,-0.06729893
-0.0030332701,-0.06303193
-0.0029867464,-0.06184338
-0.0028106424,-0.0594668
-0.0024828587,-0.05913201
-0.0020511562,-0.048696656
-0.001085895,-0.06117575
-0.001484851,-0.057643715
-0.0015428812,-0.06421804
-0.0022411183,-0.06800539
-0.0029424727,-0.0632621
-0.00304425,-0.066618904
-0.0033524462,-0.063473076
-0.0033715782,-0.06823918
-0.0037951872,-0.06722561
-0.0038752893,-0.06278853
-0.0036068968,-0.06599358
-0.0036808948,-0.06404711
-0.0036487968,-0.06854283
-0.0038525984,-0.060448475
-0.0034318024,-0.06832033
-0.0036992743,-0.06051173
-0.0032731823,-0.06535155
-0.0033090776,-0.059366915
-0.0027795774,-0.058361124
-0.00249331,-0.06554959
-0.0027766787,-0.057262585
-0.0023304943,-0.06273168
-0.0025491538,-0.06371824
-0.0028520636,-0.06756741
-0.0032435576,-0.060323045
-0.0027916061,-0.057140637
-0.0024274732,-0.06739439
-0.00283538,-0.054141905
-0.0020061298,-0.05797254
-0.0017114637,-0.05222274
-0.001161181,-0.06077248
-0.0015512817,-0.060784265
-0.0021940793,-0.08147524
-0.004240872,-0.06799909
-0.004271423,-0.065656215
-0.0038626525,-0.05440212
-0.0030079794,-0.07308061
-0.003912174,-0.06309382
-0.003636243,-0.06554421
-0.0035286613,-0.057977956
-0.0028869233,-0.062628865
-0.0029665518,-0.06659229
-0.0033141666,-0.064132005
-0.0032950572,-0.06307593
-0.0032671064,-0.06657755
-0.00347782,-0.06263052
-0.00329547,-0.06428037
-0.0031484568,-0.055620663
-0.0023807534,-0.059919827
-0.002356992,-0.06483689
-0.0027108288,-0.0617398
-0.0025520986,-0.05606123
-0.0021741455,-0.0676216
-0.002789751,-0.05908495
-0.002708733,-0.073425084
-0.003713581,-0.061958272
-0.003427276,-0.06662561
-0.0035346558,-0.060093284
-0.003045565,-0.061222933
-0.002981837,-0.06844603
-0.0034719124,-0.06320757
-0.0033138548,-0.06310278
-0.0031021496,-0.05786372
-0.002410187,-0.05271205
-0.0013326608,-0.040800314
0.00032070707,-0.041656606
0.0011574327,-0.056157365
0.00030820104,-0.06754409
-0.00073613325,-0.032360822
0.001223909,-0.057901196
0.00059943483,-0.03737945
0.0015617625,-0.06920797
-0.00058913854,-0.06689758
-0.0018392127,-0.06773761
-0.0025386084,-0.057486136
-0.002292003,-0.06808298
-0.0029672596,-0.06209654
-0.002894711,-0.063575126
-0.0028335648,-0.055937655
-0.0022947052,-0.064816624
-0.0028137635,-0.06872016
-0.003453172,-0.06657637
