-0.017618908,0.0028127085,-0.011691756,-0.0008410308,0.004270759,-0.0022909192,-0.021586474,-0.024451856
-0.017752029,0.0029789447,-0.011765057,-0.0006242326,0.004022979,-0.0015314781,-0.021648226,-0.020871552
-0.018179547,0.0034009584,-0.012735474,-0.0004289409,0.004956466,-0.0017258223,-0.022239244,-0.019096922
-0.018545285,0.0037220917,-0.0138839735,-0.00047029404,0.0064765224,-0.0029577664,-0.022878934,-0.020956574
-0.018001057,0.0031984674,-0.013098521,-0.00091976003,0.006142134,-0.003728673,-0.022103213,-0.022520592
-0.017988529,0.003161637,-0.012849218,-0.0009120621,0.005933476,-0.0035894515,-0.022114582,-0.02381518
-0.017970087,0.0031461928,-0.012709391,-0.00086984556,0.0057170913,-0.003376623,-0.022136854,-0.02468592
-0.017597377,0.002822027,-0.011816915,-0.0009363101,0.004621928,-0.0026842216,-0.021496529,-0.022890478
-0.018171977,0.0033554637,-0.012782834,-0.00057087786,0.005354494,-0.0024106319,-0.022360014,-0.022505896
-0.017889535,0.0031171588,-0.012458624,-0.00074882025,0.005099461,-0.002587745,-0.02190556,-0.021483919
-0.017725395,0.0029796723,-0.012020675,-0.0007812636,0.0045934357,-0.002207863,-0.021536006,-0.019095175
-0.018521871,0.0037028042,-0.013645091,-0.0004516832,0.006257448,-0.0027305784,-0.022807369,-0.020438707
-0.017680638,0.0029477405,-0.012326058,-0.0009727037,0.005239236,-0.0031006192,-0.021509163,-0.019658761
-0.01796804,0.0032015985,-0.012581349,-0.0007646573,0.0053885058,-0.0027215967,-0.02189271,-0.019098224
-0.017928038,0.0031918816,-0.0125741325,-0.0007755478,0.0053820945,-0.0027214058,-0.021828076,-0.018415518
-0.018195007,0.0034283188,-0.013168585,-0.00069447473,0.0060469373,-0.0030500612,-0.022271154,-0.019275112
-0.018097566,0.0033249597,-0.013149719,-0.00083395035,0.0062189326,-0.0035234634,-0.022189174,-0.020754158
-0.018318506,0.003486135,-0.013631734,-0.00081118534,0.006853228,-0.0040368014,-0.022654114,-0.024035597
-0.017571453,0.002789995,-0.012105261,-0.0011445514,0.0053373342,-0.0036848767,-0.021512235,-0.024140935
-0.017854229,0.0030501164,-0.012226487,-0.00082106784,0.005078965,-0.0027699033,-0.021901235,-0.023406634
-0.018129814,0.003317771,-0.012827021,-0.00064792635,0.0055324277,-0.002741667,-0.022356436,-0.023567509
-0.017704679,0.0029388526,-0.0120682875,-0.0008442928,0.004750051,-0.0025558672,-0.021634078,-0.021858541
-0.018023303,0.003235486,-0.012542603,-0.0006341559,0.0050903214,-0.0023007793,-0.022056516,-0.02070298
-0.018131455,0.0033472336,-0.012937538,-0.00063971593,0.005577847,-0.0026600151,-0.022232084,-0.020616071
-0.018433083,0.0035943696,-0.013745948,-0.00063863193,0.0066379397,-0.00349816,-0.022795897,-0.02320697
-0.018138925,0.0032882385,-0.013362772,-0.0009168981,0.006563907,-0.00414623,-0.022465697,-0.02616123
-0.017773237,0.0029260975,-0.0124187805,-0.0010415609,0.0055728387,-0.0037350832,-0.021925855,-0.027128996
-0.017260917,0.002493506,-0.010958836,-0.001031019,0.0036444415,-0.0022019395,-0.020975938,-0.023223063
-0.017816855,0.0030630336,-0.011704405,-0.0005135314,0.003857523,-0.0011092245,-0.021667488,-0.019015152
-0.01824456,0.0034954706,-0.012874344,-0.00036566256,0.005049228,-0.0015974252,-0.022273999,-0.017193764
-0.018791595,0.0039586555,-0.014495973,-0.00040798748,0.0071784537,-0.0033104643,-0.023239745,-0.020525007
-0.017709628,0.002941656,-0.012677567,-0.0011318699,0.0059046405,-0.0039837817,-0.021618923,-0.021577775
-0.017966865,0.003154005,-0.012706982,-0.00090381806,0.0058009517,-0.003419051,-0.02201329,-0.022433136
-0.01801655,0.003215265,-0.012792061,-0.00083097955,0.0057967454,-0.0032986659,-0.022159321,-0.023281606
-0.017792422,0.0030124034,-0.012298948,-0.0008871457,0.0051998883,-0.0029837852,-0.021798166,-0.022738406
-0.017787905,0.0030215983,-0.0121216355,-0.00078886864,0.0048144064,-0.00244294,-0.021717917,-0.02108101
-0.017932542,0.003177222,-0.0123787895,-0.0006660874,0.004940367,-0.0022185515,-0.021877456,-0.019446954
-0.017476864,0.002807383,-0.011478002,-0.0008221783,0.0039490205,-0.0017046862,-0.02100707,-0.015180088
-0.01836346,0.003629138,-0.013171802,-0.0003961633,0.0055845343,-0.001927948,-0.022309065,-0.014362051
-0.018308297,0.0035857537,-0.013629895,-0.0006625653,0.006507724,-0.00319893,-0.022317298,-0.015832888
-0.018199882,0.003443058,-0.0135922665,-0.00089630875,0.006881498,-0.004042991,-0.022247134,-0.018593958
-0.018247595,0.003441195,-0.013699572,-0.000968897,0.0072253356,-0.004577066,-0.02248289,-0.02263879
-0.017698226,0.002913421,-0.012481364,-0.0011938734,0.005998937,-0.004252014,-0.021712331,-0.024291366
-0.017850785,0.0030419535,-0.012384254,-0.00094409625,0.0055383565,-0.0034037454,-0.021963019,-0.024835104
-0.017891396,0.0030893753,-0.012377578,-0.00081336795,0.0052536917,-0.002927753,-0.022034388,-0.024591206
-0.018185595,0.003345472,-0.012982077,-0.0006578323,0.005742634,-0.0029817224,-0.022521112,-0.025455488
-0.01812875,0.0032724356,-0.013025379,-0.0007474357,0.0058624563,-0.0033140406,-0.022487564,-0.026805436
-0.017716281,0.0028857118,-0.012117303,-0.0009083993,0.0048949393,-0.0029405835,-0.02180265,-0.025990738
-0.018005984,0.003158174,-0.012459622,-0.00066490204,0.00501209,-0.0024663121,-0.0222077,-0.025217224
-0.018074693,0.0032360805,-0.012704124,-0.00063629396,0.005233555,-0.002558509,-0.022314692,-0.024850795
-0.018257925,0.0033890468,-0.013189232,-0.0006197626,0.0058267633,-0.0029839424,-0.022636617,-0.025949322
-0.017728966,0.0029063218,-0.0121836625,-0.0008889055,0.0048936885,-0.0028652598,-0.02177945,-0.024990186
-0.01815278,0.0032917836,-0.012808911,-0.0006228338,0.0053879214,-0.0026350585,-0.022418197,-0.025025265
-0.017886618,0.0030692269,-0.0124140885,-0.0007606298,0.0050245062,-0.0026519625,-0.021995889,-0.024177684
-0.018049667,0.003218114,-0.012660301,-0.0006639063,0.0052294047,-0.0025686882,-0.022215383,-0.023697218
-0.017864238,0.0030673386,-0.012338783,-0.00074771076,0.004916586,-0.0024830347,-0.0218846,-0.02239074
-0.017788472,0.0030219785,-0.012092389,-0.00072812295,0.0045861774,-0.0021224301,-0.021667577,-0.020066634
-0.018405065,0.0035895081,-0.013384893,-0.00047885947,0.0059251757,-0.0025633767,-0.022640279,-0.020702602
-0.017858205,0.0030985584,-0.012615428,-0.0008610536,0.005440449,-0.003029708,-0.02180678,-0.020397354
-0.017970001,0.0031914928,-0.012654405,-0.00078621344,0.005475644,-0.0028699622,-0.021943076,-0.020148762
-0.018199695,0.0034036795,-0.013175602,-0.00070947746,0.0060601505,-0.0031614203,-0.02235562,-0.021279048
-0.018245835,0.0034220612,-0.013441617,-0.0007888141,0.0065190885,-0.003747674,-0.02253576,-0.02375661
